,artist_name,track_name,song_id
1214,ziggy marley & the melody makers,new time & age,6o9YI9WPHSi2MtSvFUITWE
1215,crazy p,heartbreaker,4vcPegtrtRJPUXrnfxqvg9
1216,otis redding,i want to thank you,38tT9yLsrPwrZlJpS5tbvM
1217,ray price,please don't leave me,16dMwHe4xcQxjYMNBzHsim
1218,rancid,maxwell murder,39uIrqxNaqGlJ8MKAHkyVb
1219,billy squier,rich kid,4yjgDsga7sUk12a93j6CuI
1220,delbert mcclinton,got you on my mind,3J38yLXSXAAsGm8AAz2Dsn
1221,conway twitty,our conscience you and me,3OKMnSf3NuhTBIwCK3WLYQ
1222,martina mcbride,how far,01jlZ4UvMwJ0hPOZLsD1VO
1223,the white stripes,red bowling ball ruth,30siUDNDehoZno3ovCjRlm
1224,mark knopfler,sailing to philadelphia,4eA4i2Uf0DDIkpyesj98Ag
1226,nrbq,captain lou,15l6bjNidqFIhHwQxxgGxj
1227,donovan,josie,1o1d0VwFhCaYN0LcukppPt
1228,gillian welch,look at miss ohio,5vPRCX0Bj8O374jTCAQRLS
1229,michael franti & spearhead,chocolate supa highway,6Z3AL3eoq53ORMQs8OTqpY
1232,arcadia,election day,638poNnWFgzt7UJBQ5SWtM
1233,a flock of seagulls,wishing (if i had a photograph of you),41TpvOhSCOJOHuOUggy9sv
1234,t-bone walker,how long blues,1qHFxjvmKpmwZUcXckLkYc
1235,johnny pacheco,agua de clavelito,5AWbnZ1k5cMwUAJ3uIIdcl
1236,snoop lion,rebel way,1l6U7eR4OAAeWKBQzsPyyz
1237,rhett akins,a thousand memories,7riuy1t0Kt3SRgMtFxX0FR
1238,the jesus and mary chain,about you,1lzJGGkCJkehI1bivxVGE2
1239,april wine,big city girls,6ufeVUtToYMO07oJutNriz
1240,eric clapton,cryin',6F6jxPlHrG8rG7YSfFatOw
1241,burning spear,old timer,44V9KBIWzE7BYyOs5Z0GPE
1242,tears for fears,year of the knife,6zg0o2PLUb7y4MYKdQtL4S
1243,the skatalites,two for one,6XQJaTAKDhAySgRKIpJ7yC
1244,minutemen,do you want new wave or do you want the truth,5anmC2NmiEOlfp5ahKxKia
1245,prince buster,lucky 7,17zsxiKMnrMZbrJF1sEPxz
1246,the hollies,love makes the world go round,2t0rYf46moXgdYytvHs4ci
1247,built to spill,the plan,5nrIEQ6ZmVwt9Pfr3ydvbn
1248,anthrax,"be all, end all",2optK7AVGw8g1TulyowqhQ
1249,dean martin,blue smoke (kohu-auwahi),6fGGS3fOu5SlQgFZI5hnW2
1250,akon,lonely,4v7DCN09hgXkKazefkznDQ
1251,311,inside our home,1ULExIc7a7UbCNNLeWltMY
1252,lesley gore,i would,5YFc6B9jjj3NfpwIkQF60M
1253,main one,check da skillz,1racQzrKeeu9EPemmijEhC
1254,widespread panic,new blue,62kMZTLvZ8pVSAdpJPvsXk
1256,mighty diamonds,bad boy business,4RYyQujef5Fz300ZubC4xR
1257,bee gees,(our love) don't throw it all away,3s5now5Z4NpovVoKAc5ERb
1258,thank you scientist,prologue: a faint applause...,27IFcLlALWgxFAeZCjSQ9W
1259,limp bizkit,rollin' (air raid vehicle),3IV4swNduIRunHREK80owz
1260,"bobby ""blue"" bland",get your money where you spend your time,0EA4wGDEcG17MZiBr4Xn8W
1261,webb pierce,in the jailhouse now,5xcJtLxdprEWBR2jRqcQPW
1262,dean martin,cha cha cha d´amour,0GaVD2xG18kwPJpa8jfoeX
1263,mr. vegas,i am blessed,1gpA7IZTNvrL6DUuc4qDPx
1264,black moon,u da man feat. mad lion & smif-n-wessun,51N64jKYaxJ4LwJixkLIOQ
1265,skillet,savior,3PwUxOBMBkwILa7Y0s6h8S
1266,tiffany,all this time,5jzDnEoTtwzvJfvVx52rDC
1267,patrick sweany,them shoes,1oADNvkLEOm7hvyxffDRjn
1268,wanda jackson,slippin' and slidin',4e6gEccdqJK1Rfhr2NIWn2
1269,nine inch nails,the becoming,2Ci4G7UQsI3CzhZTgF6jYF
1270,keb' mo',life is beautiful,3mtUR8aNUoMblqX49YzVF3
1271,kelis,milkshake,2s0ouHqJebHfiQ6C1GUFJd
1272,eagles of death metal,kiss the devil,3wUmptGbHA76hTnVzIuPdp
1273,widespread panic,thin air (smells like mississippi),1iiGHd5NDwPESQeBSBXUVm
1274,the holdup,would you,6Ei0DYzkWuNZiUYGRQfufT
1275,kelly clarkson,because of you,3f3omU8n47Mqyab5nCaGyT
1276,the alan parsons project,some other time,7pszxp65rS7xd8ZflKaZRh
1277,iron maiden,seventh son of a seventh son,5QspX9XtBavOhWmkv9SINP
1278,josé feliciano,loving her was easier,2U7pQ2Z2jULfzShIVKBra0
1279,kenny loggins,the last unicorn,1dl8wIAebOWkUgtZGpCCkb
1280,the subdudes,big chief,5MPo6FQJXvvAhsjVd5MEV2
1281,dean martin,be honest with me,70hNBUhDf8RZ4vsiIMgNrV
1282,love,a message to pretty,6Rnt1WJRJ4is91MiZZjg4P
1283,the black crowes,what is home,0nhGA5MwPfIobItbuKn021
1284,jonathan butler,barenese,15czK1PZyk1QkdCpwvgYfR
1285,edie brickell & new bohemians,she,1Tc1T7oXczXAfMx3TxpHUR
1286,boogie down productions,the style you haven't done yet,1ti1lb5VwCtyz6qw8yCFZJ
1287,jackie wilson,"a woman, a lover, a friend",0QJEYxwztwNsHha0LIHAOU
1288,dave matthews band,seek up,3zqqDKAUDEQft9FjZooYYY
1289,the supremes,baby love,5uES1C2NgkdrNHiCwf9jRr
1290,dave matthews band,what would you say,6yu913P5J0mUmbX4ZDofEv
1291,barry manilow,i made it through the rain,2cNAQlfTfPbfxAZjeqhoUa
1293,lee ann womack,does my ring burn your finger,7AcOHXWNXruCqrVX5TypHb
1294,oingo boingo,on the outside,0XNEpHNJRXrJ3skacHgcFa
1295,manfred mann's earth band,drowning on dry land/fish soup,6Po9VM59VeQ53gKY7t2DEM
1296,patsy cline,your cheatin' heart,0VlRf78uT5yo1nMpM19ltb
1297,avicii,the days,0ct6r3EGTcMLPtrXHDvVjc
1298,rufus,better days,7tYxiZPmt2Xyszcjly4iB1
1299,the movement,no wood,5ELeghLkxJWZm2KNSX6oTb
1300,mad season,river of deceit,5EUsI3LIV042IV5ydksV9y
1301,nine inch nails,right where it belongs,586rOcAzOHkpJTA4POqO2c
1302,tool,ticks & leeches,0Cnx6PGogxIE2RnDcnoeK8
1303,xtc,making plans for nigel,1XT5kxg6Tk0ukCO2vBQN4v
1304,the oak ridge boys,i wish you could have turned my head (and left my heart alone),6CobDzRuAAOnTxscaZbOL6
1305,johnny cash,goodbye little darling,05zp18Y9vruogFFNPQISPz
1306,we are scientists,after hours,6BnioVUjZdsTeYliZcnNW8
1307,stephen marley,master blaster (jammin'),0I4jMHLGHtjyN5hchvFFx5
1308,the crusaders,street life,5CtKsA5lA75wWaqxrC1r02
1309,death cab for cutie,bend to squares,0cmJ0htz76VNLqHfXyREzg
1310,julee cruise,i remember,3YB6eJ05SwjpL8G3zDeCpa
1311,the expendables,24/7,09M5l1FIxajccZu07fUlZT
1312,tony bennett,give me the simple life,5WExXsn7UrpjSzatYcxFmC
1313,breaking benjamin,so cold,4BJyt25nburVwbnESDeIc7
1314,simply red,for your babies,2TPcH3YlcOa6vWxS63VILx
1315,ramones,poison heart,5fRjEdFAmmZoJFCWLCp6a8
1316,beres hammond,pull up vibes,5PgjYJ2Gaq1VflxgqwvX9y
1317,g. love & special sauce,let the music play,5mfawq1RfkgwtqYvWzKavJ
1318,the verve,lucky man,2mxPSHEwjJWOQS7lGw6btF
1319,we the kings,queen of hearts,5K05sFeFBCV6GTySqHtUH3
1320,kenny rogers,together again,5Exkdlj9dnaAGVMCstex06
1321,jimi hendrix,manic depression,3f5JtAsGRIXN8pSAeTi6vA
1322,eagles,all night long,36psUsoODcqVG52lQIzDNy
1324,don gibson,midnight,4Qyb7Ezj5J4p7WYmPO74HS
1325,"earth, wind & fire",can't hide love,6zRDRxRtIUAKSPuqFovEmR
1326,faith hill,piece of my heart,5I7a2zThNmOtlbwrRlcN88
1327,billie holiday,embraceable you,37wy4Dzmx34jMo6H9CttB6
1328,bright eyes,land locked blues,5zH3lHnpBOXviap9ipE1oQ
1329,seether,walk away from the sun,3mNJnrphRRXNC7pl6Iaf2x
1330,louis armstrong,aunt hagar's blues,13Ct9OMbcObQu0hZAnvTUe
1332,lee greenwood,america,4916U5boFYpzLcJXjInVoQ
1333,the wombats,kill the director,6uhvuMDb93ANzVxNABDgf1
1334,peter frampton,rise up,0I6MZqApDEdB9mXFKaXppb
1335,the rolling stones,sing this all together,0S5RlaEfxb54vlj1eSyKjF
1336,dorothy,medicine man,6lQ4C2lYc3mIsBtB6EfkwT
1337,wailing souls,get real,6dLZjSB1JweTs8Ba4EBLd3
1338,h.e.r.,every kind of way,0Aa3g9EQoPNt6PiKjaUeb7
1339,the marshall tucker band,now she's gone,79IE4mvxwBofUle4U83qTQ
1340,nina simone,last time for love,6l9HJzSt2ScY9JDzMY3aR2
1341,the feelies,slipping (into something),4csYfSym0B6ph2COUnpA9H
1342,billy bragg,island of no return,42TpL4kZJaJQXOizuHgN06
1343,the neighbourhood,female robbery,4BDnfINTlfJPmLp1UV6CXt
1344,vince gill,take your memory with you,77wn7qCZruKDiZmilz9R6B
1345,dj khaled,"you stay (feat. meek mill, j balvin, lil baby & jeremih)",4U6ubKsTd8RBDP5tPPhh7I
1346,big maybelle,goin' home baby,3hacygo4TRNiQBoaFDTqw7
1347,four tops,it's all in the game,5YSI2ZkVIRidEqKkkjgJSk
1349,sturgill simpson,living the dream,2eD05M0sROqhQpkQJ9ze8x
1350,billie holiday,what is this thing called love,6WbUvxjjc8SfgJoVaTExFt
1351,morphine,cure for pain,3hO9gaVixKDoYDrlTBrEWf
1352,lana del rey,summertime sadness (lana del rey vs. cedric gervais),6PUIzlqotEmPuBfjbwYWOB
1353,chuck berry,still got the blues,5IpREDjsiqYQNvHqg4Qj3G
1354,peggy lee,why don't you do right (get me some money too),5tNQFDpeAggd6Brw3pIpjP
1355,ty segall,the arms,4zH1xaPeirYG9Vi2YWhGRr
1356,george strait,a fire i can't put out,2L4asc3kMeACIwFsq43eh2
1357,the notorious b.i.g.,suicidal thoughts,00t7QTffOR3SA3L1BvSQVq
1358,pepper,big mistake,1afnN95mNgUyQZ9j9N31OJ
1359,hank mobley,up a step,3ltk3yU2BcHXixu1ykWsCo
1361,the dave brubeck quartet,someday my prince will come,5Z2o20Wjae1PjKNdOmQBWv
1362,bob baldwin,too late,7uGhySF2ni4zCvzKebFwIO
1363,a tribe called quest,hot sex,2Y5f3YbTqkIVv9M6jxfzwN
1364,egypt central,white rabbit,6xwak2gJxMwbLBEJVier7X
1365,38 special,if i'd been the one,6XomFpGnHv0hYgUoW75dOw
1366,george jones,long time to forget,67Eu0lROnS6CIfnhi3ecfy
1367,astrud gilberto,my foolish heart,0SWhKNFgiay4vTacboDvQe
1368,chevelle,the red,1gyee1JuFFiP476LQpRMYU
1369,the rippingtons,age of reason,0NNRFsp5XxJtTvNB0otMX8
1372,soulfly,jumpdafuckup,1UwwbPgKGOoSbqqHm9Xxzn
1373,midnite,bless,16S1JoObry7DXIkkCpOLXe
1374,have a nice life,bloodhail,5qZ4c1EBVWpmz1GBaks8Uq
1375,new order,your silent face,0eKRwDBVWxCXWpLYFYrbd1
1376,michael henderson,in the night-time,0lLKhbOPqZX42EScJXHoln
1377,pat travers,matrial eyes,1XsWk2WX5X3WnJqymqeQEY
1378,walt weiskopf,soul eyes,5fhLDCuNimt2zvkiFxOAbU
1379,the animals,how you've changed,0Q6MsceltSh9gstpkERkz4
1380,bobby bare,in the hills of shiloh,3qbPeaoT5EAKowOWfCoQvL
1381,lefty frizzell,the long black veil,1XXmM84Ssy1wpSehcVEFuh
1382,ella fitzgerald,bli-blip,3y1NH98xtIeoLVzqyFpqi3
1384,the cold stares,under his command,4jyhI8Z4dEFDWZCLebSfAI
1385,the jeff healey band,hell to pay,5Ecj56sWyFHkYawYAO1NHh
1386,the psychedelic furs,imitation of christ,2LVJyer59kCSFpqHjuW2uJ
1387,johnny mathis,in other words (fly me to the moon),2XLouQrVU1srawampbR4L2
1388,eddie kendricks,let me run into your lonely heart,5HeVHf5vYb6gPaKpvsgjI3
1389,bastille,blame,7yrx5A6zDOsd7Bn02WvbLH
1390,chris ledoux,navajo wrangler,3GuYa8QVgYr5OW9JuXuCL1
1391,england dan,broken hearted me,6UQVYRstTkxWNpmIfSTEUn
1392,sheena easton,sugar walls,4kVE7IVF3ZlD1d7k08dmVY
1393,dolly parton,high sierra,4X3BRsvTQZV6TmQFxAYKMe
1394,sara evans,better off (feat. vince gill),6xoSCb45HMjYZ09piFEQYI
1395,mavado,peppa,03Ut2xXSqWoOS4kN9kaMpu
1396,black pistol fire,coattails,6k0S92AqymTRD3GE4B2E3v
1397,arcade fire,afterlife,7rL602DQps4QmrrjbinLzP
1398,large professor,stay chisel,4OtdcpPXL2ywpo5qk5i0mP
1399,primer 55,loose,5u07rgQcg8F2xIZp90lm3p
1400,ufo,money money,6C64tZi9dMJMpeFkMOic60
1401,midland,cheatin’ songs,01dBLHq3UWyDRWDZJXj235
1403,pablo cruise,i just wanna believe,5xwgA2a43KCpaHl5v34zLr
1404,donovan,changes,3uO41TqeaAnLXQVWpDcsf2
1405,ugk,it's supposed to bubble,6c3pTL3azZpuZebpziajXA
1406,2pac,if my homie calls,0iX6mzHk8O0ydBnQJOX9wB
1407,the wood brothers,walkaway,5zgKL0cDpIDBENZOnqQkLj
1408,marty robbins,ribbon of darkness,0lYMgvKnTa5Kh5hyIIR5wO
1409,gene chandler,baby that's love,7udBDim7hBC1cAyXH5sXmQ
1410,cinderella,nothin' for nothin',0dINglXmCtuTjeMk5P2Afe
1411,the jam,ghosts,58NE0639huS0DWQAEKXsB8
1412,swingrowers,that's right!,3286evH3xMOkgRd2irW0ua
1413,rush,grand designs,3C3DdjdRkkBzVfX3uK7Jdf
1414,calexico,corona,758UHBjUWhejip1x42iuGw
1415,the doobie brothers,mamaloi,4KBodqMds6gkmRH0vnDjKZ
1416,alice cooper,i am the future,0iV6r7GUYVdNTQpDIzEBqi
1417,al jarreau,across the midnight sky,2MUJXadlcFyGSF9CwVTEzH
1418,kenny chesney,happy on the hey now (a song for kristi),16pzorKToMkVl9OGgPgLT3
1419,stephen stills,so begins the task,0Fjg91vuM3ZY1K7HccJAnJ
1420,seals and crofts,one more time,1k6Zp7vjGqtfoQ6PvUFhbl
1421,the rolling stones,not fade away,0C7w4XnkIGu11MpNWbiTLB
1422,josh turner,in my dreams,7m3uurpa37PbjVDtqxdAFB
1423,queens of the stone age,better living through chemistry,1wI3o34hijAIHpjrilLqaL
1424,my bloody valentine,off your face,7hrQx8C3rT5R447bmNnq5Y
1425,eraserheads,hard to believe,3YiTrKWNORIL0dZe0v2F92
1427,coleman hawkins,smoke gets in your eyes,5pjC6gbfSHeUrzgzahrKs7
1428,the replacements,treatment bound,1hBamLaF7ZBCxuNEVHxOFi
1429,webb pierce,there stands the glass,0VxX3RBKO46Ky6XgvN0bME
1430,great white,house of broken love,15FpPWrhLYw491BGwL9VzZ
1431,natalie grant,king of the world,2sHDB7pY43GVTsl0X3ob1B
1432,the band,i shall be released (finale)(ensemble),1LAx2XIarFf9i7TdINi8kr
1433,black pistol fire,busted and blue,5orXh1uwkeVk7WQwNq2PJT
1434,jack white,i think i found the culprit,4hKN5VP373eiGZgVIsOrk8
1435,jefferson airplane,the last wall of the castle,3kIwmjsuH3ltGHRJjtC4S4
1436,sanchez,here i am,7qu5sSHwU8WXa7AVIxsKbx
1437,skid row,here i am,1szaWMbNrBoFim5V6ibQyA
1438,ricky nelson,don't leave me,7L4CAxPWwoAyrWTswtgSXw
1439,cab calloway,tarzan of harlem,1lBuQWfheGXfgApt01UBoX
1440,queen,fight from the inside,1Z4wOaLE8DbDAbP61lbjSw
1442,a$ap rocky,phoenix,77v9kYcrCZV615E0P9WMrD
1443,tanya tucker,just another love,0MqShY3yz8VKrZ8kmngLId
1444,etta james,holding back the years,1FsyHPkJzOGwO7vcRuFhmg
1445,grandson,6:00,3PTBfw2zgvY9HjpBU8VoFz
1446,dolly parton,love and learn,3Ufh8m92nHoroKpY1Y7lak
1447,frank ocean,thinkin bout you,7DfFc7a6Rwfi3YQMRbDMau
1448,silver jews,pet politics,4nYNmXIkKKaDekfuaiZArd
1449,bring me the horizon,chelsea smile,3eSnqrgqm1R0mkgz80Cpzq
1451,john anderson,the arms of a fool,5ybUpBijT1d7RvZr9OOg4p
1452,arc angels,living in a dream,4jqXhclfwYlEPs4fbnQ7jU
1453,eagles,love will keep us alive,7bJSiwLFnhoO7g83bWkCtA
1454,weezer,crab,0RzUwciNNYvMvdixIUtgfB
1455,roy orbison,california blue,5yqVF4y7dq6AgnNCHnHZEA
1456,baillie & the boys,safe in the arms of love,542CPQFYgzEB7SOKmAG26P
1457,connie smith,there goes my everything,5D0VZURKDfQM6RUDhvHG2Z
1458,culture,holy mount zion,3QeRaPlTEdJ1nyuIHj2Y5V
1459,sex pistols,holidays in the sun,2e4RcQohKWo8oZIUfjxiGo
1461,steve young,my sweet love ain't around,3gyu5nxijJ5bAPG8fFD06a
1462,carole king,home again,1381rfnkAKhUeqP0J12kk3
1463,the kinks,(wish i could fly like) superman,6uP5EeGVUAvj486wfUEQSi
1464,drive-by truckers,a ghost to most,35Yrjxq1IPLPqadVqRE9cH
1465,iron maiden,the duellists,0sL5KQWaCvy6qR8NWA1yDG
1466,green day,worry rock,7gdTcngmshwbn8ASnouLsX
1467,kacey musgraves,good ol' boys club,4CHyDw5J56I0x40MFk5f2V
1468,my bloody valentine,i can see it (but i can't feel it),1Ln2Qxkvq5YhvBVbkG57Ke
1469,demi lovato,stone cold,3by8IfnW9dZ2t4pZw1WVxz
1470,the doobie brothers,one by one,07BGEXdfl007IMgMvpHvO2
1471,lata mangeshkar,panchhi banoon udti phiroon,6I74QpdGxj1i1oTvEC5PXx
1472,godsmack,running blind,6uBDhZL1zzemQ29ClVLg1C
1473,susie arioli,blue skies,70Tz5QcrZGWAt8719TFrP1
1474,professor longhair,mess around,39gxZabhxGjWnYqqIwXnoW
1475,chris stapleton,tryin' to untangle my mind,0b5eGJurmVg0niGBgYkoAG
1476,for king & country,shoulders,5MCG4XcVcvCOXWpSg2cfRC
1477,masicka,dem ago dead,5vw1L3IbnebGvmftGaiFbD
1478,pete townshend,the real me,5OIi4dnrSSfXIYgL82LZio
1480,ghantasala,choopula kalasina subhavela,5DqSYJZmJvmu80E8p8qzzb
1481,eric paslay,less than whole,3OzqxGvLzW00YOet2P78sD
1482,billie jo spears,what i've got in mind,3LmQbgMtdrOQvpIkba3acu
1483,hank williams,the blues come around,5O8Dz4DV3RDRFddfijqTOy
1484,dee clark,nobody but you,71c7zYLsgE7YO21JVkCy0n
1485,waylon jennings,the crown prince,0Lv4IPKE3saJ5dWIvdV1xe
1486,eric clapton,blue eyes blue,4SCNNnrJtgPpEFGy4Gyumt
1487,the 1975,settle down,36YLqJHsNHHODwX5gDPEBb
1488,caro emerald,dr. wanna do,5nuBZ5rw2lJa8b7uZr0kxg
1489,elmore james,the sky is crying,1cRTAPP2FG9h2WiYMOIVIK
1490,clint black,still holding on (with martina mcbride),3CXw6kuqaMePvMw2VvzmYj
1491,ocean alley,bones,1EWTRieCbgDLLG959mw5tv
1492,the stooges,real cool time,34iR5OtaQh69NQKCmnJNtb
1493,cage the elephant,soil to the sun,12d42Gsm7Ech6SfvDoe4Ea
1494,joe bonamassa,what i've known for a very long time,5OtNvAmyUC2DtP4ZSRBD2R
1495,ray price,pins and needles,5JHb1rr9ZjIexqbJazVNGZ
1496,caravan palace,comics,2n8psyU2akyh6VkWE6wcug
1499,marty robbins,some memories just won't die,3gZRKoEUjmsRpLi6culQ5f
1500,alborosie,herbalist,1UOhKnE2fZJuGdB7ssn9nf
1501,booker t. & the m.g.'s,let's go get stoned,1XCqGflyHjZAE1BnRqWUc9
1502,fuel,sunburn,35EXxM1zE4eg2G6f3PSle4
1503,funkadelic,super stupid,2X6qfjDzhKQA7UqhzyJrQP
1504,pete townshend,save it for later,0im7UU71hGL0xvehl0WEdS
1506,the hip abduction,crazy,6Wt1YKrBuEcl8nIKO4saAR
1507,damian marley,nail pon cross,096NOkEq0Z1Vnqq6GNq9FH
1509,tedeschi trucks band,sweet and low,2ayOtHn4Vmnc20UM82KXjF
1510,the cab,temporary bliss,6Po2A4lsnVu0GrQ8Dy1nme
1511,florida georgia line,wish you were on it,6qXkmquPIHcr4yCWqtCskm
1512,casey donahew,regrets,1U8aN1GsiVs88XNdMN7B0S
1513,miranda lambert,greyhound bound for nowhere,76KXnakCHVDyY8LywnBQ2D
1514,"crosby, stills & nash",house of broken dreams,16ca8Xti9H2NsExoYru2BB
1515,12 stones,world so cold,471eQ7hcJ7JdGY1NzMmUeg
1516,bill evans trio,my foolish heart,6yKkA8HzwWTZ5taIMaG4Nm
1517,go radio,rolling in the deep,6XtaU8cy3MH3h8CSGN9hRO
1518,ol' burger beats,set it,3lpwEykKy6oCNas9rD2wTd
1519,ziggy marley & the melody makers,today,2cLZT9JQHmPe0XdbwI5XCq
1520,michael franks,loving you more and more,4hyhb4tHrHc2LvoI0IeRl2
1521,denzel curry,gook,1T5mVPJE6LilJ7f73L3UDo
1522,katy perry,unconditionally,009ImBOrIUlWgla8U05RAC
1523,phil vassar,somewhere in between,3Y31XP142Wgqke8LfSMNhD
1524,steve tyrell,give me the simple life,7HfkMSI8ocF8USz4kI8fIo
1525,the kinks,do you remember walter?,78ctkR9u8M5SvIEo07GrIY
1526,mariah carey,thank god i found you (feat. joe & 98°),1RS3LStQYhju50eBdD9Uul
1527,greensky bluegrass,road to nowhere,50v8t9bmnwyu9iuMNJIIaG
1528,craig campbell,outta my head,389JMtmedq5MLhikWghmzw
1529,the hollies,what a life i've led,203NEWtDxkhV1JzWdkPEs1
1530,john holt,doctor love,09xlDQzjOUNOPlFHZQCAEx
1531,bobby vee,devil or angel,5JL4jmmogEql62ljHdlYP6
1532,the record company,baby i'm broken,64qaS0duWshXTdSos3GWVz
1533,four tops,bernadette,0LVvnJs7eOuHIkWwjWHEWF
1534,junior wells,little by little,25vYkkypWmtzS88Podza8X
1535,travis scott,yosemite,7lAK3oHbfEnvUQWosrMMpR
1536,the marshall tucker band,virginia,0HOUHqydJnMG8q9pHaDa5z
1537,richard marx,chains around my heart,04RhEX12gZhGanoLLe75sM
1538,dean martin,all i have to give you is my love,0bwm78gJxCMO9PkSUHfzXm
1539,paul davis,keep our love alive,20ifY12pc1zTasLRO5s85j
1540,dusty springfield,wishin' and hopin',1UBcwKIAUHo7BYAvae6yeA
1541,francesca battistelli,giants fall,43yFiQ18Nhnb2YJwk09f3a
1542,elvis presley,judy,4udD4pBxCAjQa1WlETzMMz
1543,jordan davis,tough to tie down,4rCj2HhRPVjV9Z4qUk7TuM
1544,soul coughing,super bon bon,4H1ttBCmT7cqvGJLqfHbED
1545,johnny cash,accidentally on purpose,4WtQukgMkOa7OtptYKMJA0
1546,foo fighters,monkey wrench,44wXefe8WB9Fd6xwtmAwbR
1547,fairport convention,time will show the wiser,1iubiHSsL6AvEXPFu25MF1
1548,ann hampton callaway,slow,5TrrVhbJsK3yCeIzCPCeCL
1549,luke bryan,first love song,2CKtqXjVa5tEFZkIqWTg5c
1550,randy rogers band,i never meant to break your heart,45wltYjwzzrvYvT1TTqgp9
1551,t.g. sheppard,devil in the bottle,0al5WNmIASd3qMK50tiwTi
1552,shinedown,outcast,312TtvwVwVPfou8NofTQiL
1554,little feat,walkin' all night,6botw43VGVysjXpP9MdL9F
1555,the itals,love affair,1Vu8ojEINkCJ97kX9uqlME
1556,jon pardi,heartache medication,5qdQPrWmZv8xYhMJCDrdHF
1557,morcheeba,slow down,39zADFNhtXJdGd4GVCLbqN
1558,all them witches,bulls,5pbFvRZ7uS8hkkAtbj5bvX
1559,brett young,here tonight,38nVuIj9mi5a8oopOJhSJk
1560,the record company,night games,6EiGeJzlITf3B3GJSBZNXz
1561,deeb,jazzclub atmosphere,5C3a3naVKCAd2ytXgNAcqZ
1562,luciano,i can you can,1cljRh4coEqG0rpOaIVi2t
1563,the roots,mellow my man,7v7tFiNePGwLOrB2tAW3kg
1564,jerry lee lewis,play me a song i can cry to,72MezBoX0leds0kvEX7tyz
1565,michael jackson,hold my hand,1652voE1ZeLyehNC2kbHMb
1566,widespread panic,trouble,1Z4yd5QMLTw24KDkj3aG42
1567,pat boone,if dreams came true,3bOkX6Yz6Pe4NByWzuJY6G
1568,wayne wonder,intro,1o9BkxAGjE1igi4d1atxcg
1569,chet atkins,limehouse blues,7wcjqd3ulOAefbozouSZnK
1570,mishka,long road,11lLQVHsLcCHGXKTJ8iIZi
1571,sturgill simpson,the dead don't die,4Ef1laInbBHGfn3qUMilBK
1572,gentle giant,the runaway,0HVwchuPqsJsKYxGkHj0Lt
1573,pennywise,fight till you die,4Mz9gvTNJXWCP0YAHrM2gU
1574,johnny cooper,paper boy,7d5AMcNHhiUHlcTEcBkVBM
1575,chris ledoux,melodies and memories,0z1gksutgV28VgRXrkVslh
1576,joan baez,i live one day at a time,6qSuHaSDvR6JyUMm3OIHAQ
1577,thin lizzy,leave this town,5gXI4BbF87944qQMcyxssu
1578,deerhunter,he would have laughed,1mQ9pMKMYlgLRKT71QBcfL
1579,carole king,smackwater jack,0PrW6YZOBGeukTkvJsSIV3
1580,love and theft,whiskey on my breath,2m358h2IMkwHv63OKJhP2Z
1581,jelly roll,heaven,2t4m6SHDH2BEZ7hZa0b3QX
1582,capleton,pure woman,3Qw5B6KeDyD7mfrUQ6aweT
1583,bryan ferry,2hb,4JHtlMwCgLLJmku2ZUtzlf
1584,queensrÿche,speak,18BdRreb7IPnj1xJEECNCn
1585,ella fitzgerald,alexander's ragtime band,2XkdE6tKYWeffiKOCesmfx
1586,marty robbins,hawaiian bells,2kmrRghWnQdhzBeShzTuD6
1587,bullet for my valentine,tears don't fall,1kdiiFGX1Htx0aVZYaDwEJ
1588,pat benatar,hit me with your best shot,0vOkmmJEtjuFZDzrQSFzEE
1589,johnny cash,tell him i'm gone,21RevIG1rv06KDxs2uaKGd
1590,tammy wynette,i still believe in fairy tales,1xmoE0NDGSORGAxGhznZzg
1591,the vines,animal machine,5JDUVpgmadT7zS3t1iHm3a
1592,lata mangeshkar,kahan se yeh sholon ka toofan aaya,7bVe0qhQcpcf9loOzTeY5M
1593,simon & garfunkel,bye bye love,1tk4uuDWxk0DTx2X5rGSxe
1594,pet shop boys,always on my mind / in my house,21akfkoBT6W38XFeNYX57d
1595,the national,start a war,0Ud4huDX9IlaKZl4xVj4JR
1596,matchbox twenty,shame,34Tm4hB6lC8vIFZwlVO1Su
1597,brooks & dunn,more than a margarita,1vRywaZrfdzlsGZcBWKngS
1598,a tribe called quest,mobius,0Zo2Sc9OLyAql82M85GI4J
1599,spoonie gee,hit man,1Freq6HD8rpH80vbWPWht9
1600,iron maiden,run to the hills,5b1jZ9geGD4boxz24XgGPp
1601,ty segall,i sing them,0zqxEMBegUUCapHTwJqZpF
1602,"blood, sweat & tears",you've made me so very happy,76OUhpuAQSQ2orR5TUeeRc
1603,kenny rogers,i want to make you smile,1HkRAUZ6g50CTYUkmWQAZd
1604,phish,the mango song,4rIaD0ydGS5VQgmr9RNkbK
1605,james taylor,don't let me be lonely tonight,0SHFf1goWCyv8UKZdpHIcS
1606,sammy kershaw,love of my life,1oMMvSvR0knSpiS8GNAJ1L
1607,black roots,the father,0gxADsHDkpRLw19fDF8YoA
1608,aqua,around the world,18lq8FwQ94jlSk95PTM7Mr
1610,hollywood undead,whatever it takes,4yIge33odbDOXs0GHiZMrW
1611,albert collins,when the welfare turns its back on you,0TgqyhREoY6ZXQ1pA6qo5J
